Score Time
651 3.26409 
663 3.36084 
663 3.4568 
627 3.55674 
629 3.6547 
641 3.75113 
650 3.84779 
630 3.94331 
646 4.03871 
637 4.13424 
637 4.23479 
655 4.33372 
659 4.43229 
648 4.52968 
664 4.62755 
668 4.72489 
651 4.82254 
637 4.91916 
654 0.096146 
654 0.192865 
640 0.287836 
652 0.384978 
654 0.481873 
644 0.578234 
653 0.67411 
662 0.770878 
653 0.866632 
654 0.963537 
664 1.06023 
642 1.15524 
670 1.25075 
628 1.34759 
656 1.44566 
653 1.5431 
631 1.63958 
658 1.74696 
640 1.84106 
638 1.93522 
665 2.03336 
666 2.12896 
653 2.22364 
650 2.31787 
654 2.41389 
646 2.51054 
647 2.60406 
647 2.70059 
668 2.79587 
638 2.89022 
670 2.98462 
649 3.08036 
651 3.17547 
663 3.2709 
663 3.36633 
627 3.46069 
629 3.55644 
641 3.64985 
650 3.74532 
630 3.84086 
646 3.93563 
637 4.03173 
637 4.12626 
655 4.22026 
659 4.31367 
648 4.40689 
664 4.50225 
668 4.60014 
651 4.69829 
637 4.79284 
655 4.88935 
654 0.0956347 
654 0.191446 
640 0.285881 
652 0.382138 
654 0.477289 
644 0.572402 
653 0.666351 
662 0.759729 
653 0.854281 
654 0.947713 
664 1.04238 
642 1.13791 
628 1.23183 
656 1.32606 
653 1.42092 
631 1.51446 
658 1.60934 
640 1.70475 
638 1.79865 
665 1.89351 
666 1.98783 
653 2.08239 
650 2.17644 
654 2.27126 
646 2.36695 
647 2.46103 
647 2.55532 
668 2.64897 
638 2.74338 
670 2.83828 
649 2.93358 
651 3.02843 
663 3.12406 
663 3.21905 
627 3.31301 
629 3.40766 
641 3.50151 
650 3.59618 
630 3.69228 
646 3.78701 
637 3.88172 
637 3.97549 
655 4.07071 
659 4.16613 
648 4.26036 
664 4.35621 
668 4.45063 
651 4.54527 
637 4.63931 
655 4.73329 
669 4.83093 
654 0.0956623 
654 0.192736 
640 0.28909 
652 0.387901 
654 0.484618 
644 0.580173 
653 0.683555 
662 0.782419 
653 0.877782 
654 0.972264 
664 1.06714 
642 1.16192 
628 1.25583 
656 1.34992 
653 1.4438 
631 1.53641 
658 1.63147 
640 1.72537 
638 1.81894 
665 1.91368 
666 2.00791 
653 2.1028 
650 2.19643 
654 2.29288 
646 2.38907 
647 2.48327 
647 2.57757 
668 2.6719 
638 2.76698 
649 2.86441 
651 2.95994 
663 3.05603 
663 3.15068 
627 3.24538 
629 3.34151 
641 3.4355 
650 3.53054 
630 3.62643 
646 3.72126 
637 3.81554 
637 3.91068 
655 4.00703 
659 4.10351 
648 4.19832 
664 4.29305 
668 4.38871 
651 4.48489 
637 4.57975 
655 4.67365 
669 4.76887 
632 4.8657 
654 0.095727 
654 0.191475 
640 0.285744 
652 0.382557 
654 0.478782 
644 0.574957 
653 0.670089 
662 0.765335 
653 0.861251 
654 0.956161 
664 1.05206 
642 1.14712 
628 1.24205 
656 1.33651 
653 1.43236 
631 1.5275 
658 1.62394 
640 1.71976 
638 1.81539 
665 1.91097 
666 2.00704 
653 2.10231 
650 2.19649 
654 2.29234 
646 2.38918 
647 2.48364 
647 2.57847 
668 2.6728 
638 2.76754 
649 2.8633 
651 2.95993 
663 3.05545 
663 3.15055 
627 3.24546 
629 3.34205 
641 3.436 
650 3.53078 
630 3.62697 
646 3.72351 
637 3.81859 
637 3.91502 
655 4.01257 
659 4.11009 
648 4.20424 
664 4.29968 
668 4.3952 
651 4.49182 
637 4.58756 
655 4.68137 
632 4.77602 
641 4.87148 
654 0.0945912 
654 0.189138 
640 0.282743 
652 0.377945 
654 0.473628 
644 0.568186 
653 0.663017 
662 0.756174 
653 0.850529 
654 0.94432 
664 1.04033 
642 1.13494 
628 1.22926 
656 1.32345 
653 1.41744 
631 1.51089 
658 1.60517 
640 1.69943 
638 1.79321 
665 1.88754 
666 1.98145 
653 2.07547 
650 2.16875 
654 2.26298 
646 2.35889 
647 2.45278 
647 2.54691 
638 2.64191 
649 2.73835 
651 2.83332 
663 2.92886 
663 3.02423 
627 3.11992 
629 3.21612 
641 3.31035 
650 3.40516 
630 3.4995 
646 3.5947 
637 3.68868 
637 3.78345 
655 3.87833 
659 3.97343 
648 4.06764 
664 4.16184 
668 4.258 
651 4.35343 
637 4.44894 
655 4.54362 
632 4.63897 
641 4.7344 
618 4.82972 
654 0.0951024 
654 0.189702 
640 0.283821 
652 0.379227 
654 0.475684 
644 0.56942 
653 0.663005 
662 0.755587 
653 0.850379 
654 0.954681 
664 1.05194 
642 1.14861 
628 1.24577 
656 1.34173 
653 1.43935 
631 1.53465 
658 1.63077 
640 1.72685 
638 1.82389 
665 1.92054 
666 2.01702 
653 2.11373 
650 2.2091 
654 2.30566 
646 2.40247 
647 2.49619 
647 2.58997 
638 2.68391 
649 2.77941 
651 2.87424 
663 2.96969 
663 3.06383 
627 3.15998 
629 3.25508 
641 3.34922 
650 3.44424 
630 3.53883 
646 3.63334 
637 3.72746 
637 3.8217 
655 3.91643 
659 4.01188 
648 4.1055 
664 4.19998 
651 4.29599 
637 4.39066 
655 4.48516 
632 4.57997 
641 4.67534 
618 4.77071 
662 4.86727 
654 0.0945874 
654 0.190641 
640 0.284924 
652 0.380661 
654 0.476276 
644 0.57205 
653 0.66667 
662 0.759807 
653 0.854732 
654 0.948695 
664 1.04379 
642 1.13873 
628 1.2343 
656 1.32979 
653 1.42691 
631 1.52197 
658 1.61913 
640 1.71473 
638 1.80997 
665 1.90573 
653 2.00069 
650 2.0958 
654 2.19184 
646 2.28685 
647 2.38398 
647 2.47947 
638 2.57387 
649 2.67091 
651 2.76591 
663 2.86169 
663 2.95789 
627 3.05281 
629 3.14939 
641 3.24548 
650 3.34209 
630 3.43974 
646 3.53573 
637 3.63046 
637 3.72738 
655 3.82548 
659 3.92136 
648 4.01655 
664 4.11167 
651 4.20787 
637 4.30223 
655 4.39649 
632 4.50193 
641 4.60103 
618 4.70781 
662 4.80608 
641 4.90133 
654 0.0947039 
654 0.190104 
640 0.283714 
652 0.378967 
654 0.474969 
644 0.569846 
653 0.664954 
662 0.760209 
653 0.85607 
654 0.95191 
664 1.05746 
642 1.15317 
628 1.24955 
656 1.34551 
653 1.44171 
631 1.53756 
658 1.63396 
640 1.73018 
638 1.82613 
653 1.92298 
650 2.0188 
654 2.11749 
646 2.21501 
647 2.3104 
647 2.40599 
638 2.50224 
649 2.5976 
651 2.69293 
663 2.78799 
663 2.882 
627 2.97535 
629 3.06956 
641 3.16292 
650 3.25634 
630 3.35045 
646 3.44472 
637 3.53933 
637 3.63377 
655 3.72967 
659 3.82527 
648 3.92117 
664 4.01565 
651 4.11159 
637 4.20612 
655 4.30142 
632 4.39681 
641 4.49136 
618 4.58594 
662 4.68074 
641 4.77531 
666 4.87223 
654 0.0951373 
654 0.190759 
640 0.285692 
652 0.380639 
654 0.475938 
644 0.570847 
653 0.664893 
662 0.75893 
653 0.853961 
654 0.947684 
664 1.04384 
642 1.13858 
628 1.23281 
656 1.32715 
653 1.42223 
631 1.51683 
658 1.61225 
640 1.70778 
638 1.80517 
653 1.90047 
650 1.99526 
654 2.09101 
646 2.18641 
647 2.28124 
647 2.37572 
638 2.47149 
649 2.56966 
651 2.66625 
663 2.76285 
663 2.85854 
627 2.9546 
629 3.05175 
641 3.14823 
650 3.2449 
630 3.34261 
646 3.44024 
637 3.53677 
637 3.63421 
655 3.73203 
659 3.83019 
648 3.92446 
664 4.02109 
651 4.11857 
637 4.21533 
655 4.31237 
632 4.4093 
641 4.50556 
618 4.60077 
662 4.69702 
641 4.79355 
651 4.88979 
654 0.0946239 
654 0.189962 
640 0.28368 
652 0.378619 
654 0.473436 
644 0.568239 
653 0.663789 
662 0.757374 
653 0.852046 
654 0.946347 
642 1.04079 
628 1.13501 
656 1.22909 
653 1.3234 
631 1.41682 
658 1.51106 
640 1.60469 
638 1.69767 
653 1.79153 
650 1.88486 
654 1.97955 
646 2.07429 
647 2.16811 
647 2.262 
638 2.35695 
649 2.45279 
651 2.54808 
663 2.64346 
663 2.73796 
627 2.83239 
629 2.92751 
641 3.02203 
650 3.11603 
630 3.21028 
646 3.30401 
637 3.39816 
637 3.49264 
655 3.58803 
659 3.68333 
648 3.77638 
664 3.87148 
651 3.96796 
637 4.06216 
655 4.1563 
632 4.25102 
641 4.34575 
618 4.44007 
662 4.53488 
641 4.6297 
651 4.7243 
659 4.81949 
654 0.0955318 
654 0.191722 
640 0.285705 
652 0.381318 
654 0.47589 
644 0.569977 
653 0.664854 
662 0.75814 
653 0.853268 
654 0.947928 
642 1.04335 
628 1.13741 
656 1.23208 
653 1.32663 
631 1.42002 
658 1.51443 
640 1.60862 
638 1.70342 
653 1.79861 
650 1.89204 
654 1.98778 
646 2.08288 
647 2.17605 
647 2.26972 
638 2.36408 
649 2.45996 
651 2.55618 
663 2.65262 
663 2.74819 
627 2.84281 
629 2.93866 
641 3.03318 
650 3.12786 
630 3.22276 
646 3.3179 
637 3.41182 
637 3.50644 
655 3.60224 
659 3.69724 
648 3.79129 
651 3.88729 
637 3.98321 
655 4.07796 
632 4.17318 
641 4.26924 
618 4.36498 
662 4.46047 
641 4.55665 
651 4.65237 
659 4.74734 
648 4.84362 
654 0.0953438 
654 0.190047 
640 0.284438 
652 0.379989 
654 0.475615 
644 0.57004 
653 0.664677 
662 0.759076 
653 0.852815 
654 0.947263 
642 1.04121 
628 1.13622 
656 1.23006 
653 1.32504 
631 1.41855 
658 1.51489 
640 1.60876 
638 1.70311 
653 1.79862 
650 1.89372 
654 1.98979 
646 2.086 
647 2.18095 
647 2.27457 
638 2.3688 
649 2.46476 
651 2.55976 
663 2.65423 
627 2.74907 
629 2.8441 
641 2.93812 
650 3.0321 
630 3.12663 
646 3.22038 
637 3.3148 
637 3.41 
655 3.50497 
659 3.60006 
648 3.69482 
651 3.79026 
637 3.88533 
655 3.97952 
632 4.0744 
641 4.17001 
618 4.26367 
662 4.35891 
641 4.45407 
651 4.54817 
659 4.64355 
648 4.73971 
638 4.83556 
654 0.0954935 
654 0.19269 
640 0.286746 
652 0.384335 
654 0.479833 
644 0.575041 
653 0.67148 
662 0.765926 
653 0.861656 
654 0.957283 
642 1.05262 
628 1.14692 
656 1.24025 
653 1.33457 
631 1.4291 
658 1.52458 
640 1.62108 
638 1.71664 
653 1.81244 
650 1.90617 
654 2.00216 
646 2.09936 
647 2.19392 
647 2.28922 
638 2.38491 
649 2.4811 
651 2.57655 
627 2.6711 
629 2.77633 
641 2.87484 
650 2.97174 
630 3.06852 
646 3.17334 
637 3.26914 
637 3.36516 
655 3.46149 
659 3.55932 
648 3.65527 
651 3.75216 
637 3.84825 
655 3.94367 
632 4.03957 
641 4.13585 
618 4.2319 
662 4.32797 
641 4.42374 
651 4.51953 
659 4.61503 
648 4.71145 
650 4.80697 
618 4.90236 
654 0.0952514 
654 0.190686 
640 0.286529 
652 0.382875 
654 0.479024 
644 0.575285 
653 0.67125 
653 0.766619 
654 0.861323 
642 0.956563 
628 1.0515 
656 1.14735 
653 1.24303 
631 1.33786 
658 1.43427 
640 1.53094 
638 1.62637 
653 1.72312 
650 1.81812 
654 1.91443 
646 2.01088 
647 2.1063 
647 2.20183 
638 2.29847 
649 2.39705 
651 2.49377 
627 2.59058 
629 2.68768 
641 2.78362 
650 2.87928 
630 2.97472 
646 3.07053 
637 3.16599 
637 3.26222 
655 3.35883 
659 3.45535 
648 3.55002 
651 3.64654 
637 3.74244 
655 3.83746 
632 3.93385 
641 4.03051 
618 4.12757 
662 4.22459 
641 4.32101 
651 4.41773 
659 4.51426 
648 4.61053 
650 4.70684 
618 4.80278 
649 4.89901 
654 0.0956927 
654 0.193574 
640 0.290521 
652 0.388815 
654 0.487022 
644 0.582857 
653 0.680284 
653 0.776772 
654 0.873299 
642 0.971336 
628 1.06841 
656 1.16485 
653 1.26181 
631 1.35721 
658 1.45397 
640 1.55025 
638 1.64637 
653 1.74296 
650 1.83789 
654 1.93327 
646 2.02976 
647 2.12584 
647 2.22133 
638 2.31752 
649 2.41424 
651 2.51026 
627 2.60548 
629 2.70178 
641 2.79672 
650 2.89179 
630 2.98693 
646 3.08171 
637 3.1767 
637 3.27279 
655 3.36927 
659 3.46634 
648 3.56093 
651 3.65749 
637 3.75321 
655 3.8475 
632 3.94208 
641 4.038 
618 4.13273 
641 4.22784 
651 4.32256 
659 4.41756 
648 4.51329 
650 4.60793 
618 4.70334 
649 4.79931 
664 4.89529 
654 0.0952251 
654 0.191266 
640 0.285716 
652 0.381681 
654 0.478361 
644 0.57373 
653 0.66881 
653 0.76452 
654 0.859334 
642 0.955595 
628 1.05184 
656 1.1529 
653 1.24922 
631 1.34479 
658 1.44207 
640 1.5382 
638 1.63424 
653 1.72991 
650 1.82559 
654 1.9223 
646 2.01845 
647 2.11249 
647 2.20894 
638 2.30398 
649 2.4016 
651 2.49865 
627 2.59451 
629 2.69111 
641 2.78594 
650 2.88242 
630 2.97819 
